job_id,test_only_job_id,cluster,state,model,mode,method,k,max_steps,max_new_tokens,temperature,top_p,enforce_eager,max_num_seqs,max_num_batched_tokens,attention_backend,moe_backend,draft_tensor_parallel_size,parallel_drafting,num_nodes,gpus_per_node,slurm_segment,config_segment_size,gres_flag,network,account,partition,config,target_model,draft_model,megatron_checkpoint,remote_repo,repo_head,container,run_root,wandb_project,wandb_name,wandb_url,notes
2260579,2260572,lyris,COMPLETED_STEP20,Qwen3-30B-A3B,sync,pard,1,20,4096,1.0,1.0,false,128,32768,TRITON_ATTN,triton,1,true,4,4,4,4,none,sharp,coreai_dlalgo_llm,gb200,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-30B-A3B/snapshots/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--amd--PARD-Qwen3-0.6B/snapshots/f9f650fbab180c26498817718f0db5cae8f25136,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-780f483a-20260701/nrl_megatron_ckpts_online_draft_qwen30ba3b-pardk16-tritonattn-step20-r1,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-780f483a-20260701,1271b1530181a7378e40de40b4b46ad223e6596c,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260702_lyris_qwen30_sync_pardk1_strict_matched_step20_r1,sna-nemorl-specdec-lyris,qwen30ba3b_perfcfg_sync_pardk1_strict_matched_cudagraph_step20_20260702,https://wandb.ai/nvidia/sna-nemorl-specdec-lyris/runs/4qb849yn,"Completed 20/20 in 1h47m10s with exit 0:0. Steps 2-20: generation throughput 3484.36 tok/s/GPU (0.6735x baseline), E2E throughput 1448.25 tok/s/GPU (0.7725x), reward 0.52359, and generation KL 0.001904."
2260580,2260573,lyris,COMPLETED_STEP20,Qwen3-30B-A3B,sync,pard,7,20,4096,1.0,1.0,false,128,32768,TRITON_ATTN,triton,1,true,4,4,4,4,none,sharp,coreai_dlalgo_llm,gb200,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-30B-A3B/snapshots/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--amd--PARD-Qwen3-0.6B/snapshots/f9f650fbab180c26498817718f0db5cae8f25136,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-780f483a-20260701/nrl_megatron_ckpts_online_draft_qwen30ba3b-pardk16-tritonattn-step20-r1,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-780f483a-20260701,1271b1530181a7378e40de40b4b46ad223e6596c,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260702_lyris_qwen30_sync_pardk7_strict_matched_step20_r1,sna-nemorl-specdec-lyris,qwen30ba3b_perfcfg_sync_pardk7_strict_matched_cudagraph_step20_20260702,https://wandb.ai/nvidia/sna-nemorl-specdec-lyris/runs/5fcagel9,"Completed 20/20 in 1h54m50s with exit 0:0. Steps 2-20: generation throughput 2639.42 tok/s/GPU (0.5102x baseline), E2E throughput 1335.42 tok/s/GPU (0.7123x), acceptance 35.69%, and mean accepted length 3.50."
2260581,2260574,lyris,COMPLETED_STEP20,Qwen3-30B-A3B,sync,pard,9,20,4096,1.0,1.0,false,128,32768,TRITON_ATTN,triton,1,true,4,4,4,4,none,sharp,coreai_dlalgo_llm,gb200,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-30B-A3B/snapshots/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--amd--PARD-Qwen3-0.6B/snapshots/f9f650fbab180c26498817718f0db5cae8f25136,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-780f483a-20260701/nrl_megatron_ckpts_online_draft_qwen30ba3b-pardk16-tritonattn-step20-r1,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-780f483a-20260701,1271b1530181a7378e40de40b4b46ad223e6596c,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260702_lyris_qwen30_sync_pardk9_strict_matched_step20_r1,sna-nemorl-specdec-lyris,qwen30ba3b_perfcfg_sync_pardk9_strict_matched_cudagraph_step20_20260702,https://wandb.ai/nvidia/sna-nemorl-specdec-lyris/runs/9k68z30k,Completed 20/20 with exit 0:0; final Step 2-20 metrics are recorded in the matched metrics CSV.
2260582,2260575,lyris,COMPLETED_STEP20,Qwen3-30B-A3B,async-1off,pard,1,20,4096,1.0,1.0,false,128,32768,TRITON_ATTN,triton,1,true,4,4,4,2,none,sharp,coreai_dlalgo_llm,gb200,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g-async-1off.yaml,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-30B-A3B/snapshots/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--amd--PARD-Qwen3-0.6B/snapshots/f9f650fbab180c26498817718f0db5cae8f25136,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-780f483a-20260701/nrl_megatron_ckpts_online_draft_qwen30ba3b-pardk16-tritonattn-step20-r1,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-780f483a-20260701,1271b1530181a7378e40de40b4b46ad223e6596c,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260702_lyris_qwen30_async1off_pardk1_strict_matched_step20_r1,sna-nemorl-specdec-lyris,qwen30ba3b_perfcfg_async1off_pardk1_strict_matched_cudagraph_step20_20260702,https://wandb.ai/nvidia/sna-nemorl-specdec-lyris/runs/jswiovrk,Completed 20/20 in 2h07m54s with exit 0:0; final Step 2-20 metrics are recorded in the async metrics CSV.
2260583,2260577,lyris,COMPLETED_STEP20,Qwen3-30B-A3B,async-1off,pard,7,20,4096,1.0,1.0,false,128,32768,TRITON_ATTN,triton,1,true,4,4,4,2,none,sharp,coreai_dlalgo_llm,gb200,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g-async-1off.yaml,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-30B-A3B/snapshots/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--amd--PARD-Qwen3-0.6B/snapshots/f9f650fbab180c26498817718f0db5cae8f25136,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-780f483a-20260701/nrl_megatron_ckpts_online_draft_qwen30ba3b-pardk16-tritonattn-step20-r1,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-780f483a-20260701,1271b1530181a7378e40de40b4b46ad223e6596c,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260702_lyris_qwen30_async1off_pardk7_strict_matched_step20_r1,sna-nemorl-specdec-lyris,qwen30ba3b_perfcfg_async1off_pardk7_strict_matched_cudagraph_step20_20260702,https://wandb.ai/nvidia/sna-nemorl-specdec-lyris/runs/sney9zbd,Completed 20/20 in 2h04m20s with exit 0:0; final Step 2-20 metrics are recorded in the async metrics CSV.
2260584,2260578,lyris,COMPLETED_20,Qwen3-30B-A3B,async-1off,pard,9,20,4096,1.0,1.0,false,128,32768,TRITON_ATTN,triton,1,true,4,4,4,2,none,sharp,coreai_dlalgo_llm,gb200,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g-async-1off.yaml,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-30B-A3B/snapshots/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--amd--PARD-Qwen3-0.6B/snapshots/f9f650fbab180c26498817718f0db5cae8f25136,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-780f483a-20260701/nrl_megatron_ckpts_online_draft_qwen30ba3b-pardk16-tritonattn-step20-r1,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-780f483a-20260701,1271b1530181a7378e40de40b4b46ad223e6596c,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260702_lyris_qwen30_async1off_pardk9_strict_matched_step20_r1,sna-nemorl-specdec-lyris,qwen30ba3b_perfcfg_async1off_pardk9_strict_matched_cudagraph_step20_20260702,https://wandb.ai/nvidia/sna-nemorl-specdec-lyris/runs/36v544xg,Completed 20/20 in 2:10:23 with exit 0:0. Final Step 2-20 E2E throughput speedup 0.8816x and generation throughput speedup 0.8806x.
2260883,2260878,lyris,COMPLETED_20,Qwen3-30B-A3B,async-1off,pard,1,20,4096,1.0,1.0,false,128,32768,TRITON_ATTN,triton,1,true,4,4,4,2,none,sharp,coreai_dlalgo_llm,gb200,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g-async-1off.yaml,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-30B-A3B/snapshots/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--amd--PARD-Qwen3-0.6B/snapshots/f9f650fbab180c26498817718f0db5cae8f25136,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-780f483a-20260701/nrl_megatron_ckpts_online_draft_qwen30ba3b-pardk16-tritonattn-step20-r1,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-780f483a-20260701,1271b1530181a7378e40de40b4b46ad223e6596c,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260702_lyris_qwen30_async1off_pardk1_strict_matched_step20_5h_r2,sna-nemorl-specdec-lyris,qwen30ba3b_perfcfg_async1off_pardk1_strict_matched_cudagraph_step20_5h_r2_20260702,https://wandb.ai/nvidia/sna-nemorl-specdec-lyris/runs/xneksrne,Completed 20/20 with exit 0:0. Steps 2-20 improve E2E throughput by 5.5% and generation-worker throughput by 5.6%; reward and KL align with baseline.
2260885,2260879,lyris,COMPLETED_20,Qwen3-30B-A3B,async-1off,pard,7,20,4096,1.0,1.0,false,128,32768,TRITON_ATTN,triton,1,true,4,4,4,2,none,sharp,coreai_dlalgo_llm,gb200,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g-async-1off.yaml,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-30B-A3B/snapshots/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--amd--PARD-Qwen3-0.6B/snapshots/f9f650fbab180c26498817718f0db5cae8f25136,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-780f483a-20260701/nrl_megatron_ckpts_online_draft_qwen30ba3b-pardk16-tritonattn-step20-r1,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-780f483a-20260701,1271b1530181a7378e40de40b4b46ad223e6596c,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260702_lyris_qwen30_async1off_pardk7_strict_matched_step20_5h_r2,sna-nemorl-specdec-lyris,qwen30ba3b_perfcfg_async1off_pardk7_strict_matched_cudagraph_step20_5h_r2_20260702,https://wandb.ai/nvidia/sna-nemorl-specdec-lyris/runs/kkrw6f37,Completed 20/20 with exit 0:0. Steps 2-20 improve E2E and generation-worker throughput by about 2.6%; reward and KL align with baseline.
2260886,2260880,lyris,COMPLETED_20,Qwen3-30B-A3B,async-1off,pard,9,20,4096,1.0,1.0,false,128,32768,TRITON_ATTN,triton,1,true,4,4,4,2,none,sharp,coreai_dlalgo_llm,gb200,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g-async-1off.yaml,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-30B-A3B/snapshots/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--amd--PARD-Qwen3-0.6B/snapshots/f9f650fbab180c26498817718f0db5cae8f25136,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-780f483a-20260701/nrl_megatron_ckpts_online_draft_qwen30ba3b-pardk16-tritonattn-step20-r1,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-780f483a-20260701,1271b1530181a7378e40de40b4b46ad223e6596c,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260702_lyris_qwen30_async1off_pardk9_strict_matched_step20_5h_r2,sna-nemorl-specdec-lyris,qwen30ba3b_perfcfg_async1off_pardk9_strict_matched_cudagraph_step20_5h_r2_20260702,https://wandb.ai/nvidia/sna-nemorl-specdec-lyris/runs/dwl4molb,Completed 20/20 with exit 0:0. Steps 2-20 reach 0.968x E2E and generation-worker throughput; reward and KL align with baseline.
2260887,2260881,lyris,COMPLETED_20,Qwen3-30B-A3B,async-1off,pard,16,20,4096,1.0,1.0,false,128,32768,TRITON_ATTN,triton,1,true,4,4,4,2,none,sharp,coreai_dlalgo_llm,gb200,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g-async-1off.yaml,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-30B-A3B/snapshots/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--amd--PARD-Qwen3-0.6B/snapshots/f9f650fbab180c26498817718f0db5cae8f25136,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-780f483a-20260701/nrl_megatron_ckpts_online_draft_qwen30ba3b-pardk16-tritonattn-step20-r1,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-specdec-cudagraph-780f483a-20260701,1271b1530181a7378e40de40b4b46ad223e6596c,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260702_lyris_qwen30_async1off_pardk16_strict_matched_step20_5h_r2,sna-nemorl-specdec-lyris,qwen30ba3b_perfcfg_async1off_pardk16_strict_matched_cudagraph_step20_5h_r2_20260702,https://wandb.ai/nvidia/sna-nemorl-specdec-lyris/runs/af3lth34,Completed 20/20 with exit 0:0. Steps 2-20 remain at 0.713x E2E and 0.709x generation-worker throughput; reward and KL align with baseline.
